ID,Entry Name,Gene,Pfam
Q8TEY7,UBP33_HUMAN,USP33,PF06337;PF00443;PF02148;
Q8TEZ7,PAQR8_HUMAN,PAQR8,PF03006;
Q8TF01,PNISR_HUMAN,PNISR,PF15996;
Q8TF05,PP4R1_HUMAN,PPP4R1,PF02985;PF15017;
Q8TF09,DLRB2_HUMAN,DYNLRB2,PF03259;
Q8TF17,S3TC2_HUMAN,SH3TC2,PF00018;
Q8TF30,WHAMM_HUMAN,WHAMM,PF15871;PF15920;
Q8TF40,FNIP1_HUMAN,FNIP1,PF14638;PF14637;PF14636;
Q8TF42,UBS3B_HUMAN,UBASH3B,PF00300;PF14604;PF22562;
Q8TF46,DI3L1_HUMAN,DIS3L,PF17849;PF00773;PF17216;PF17215;
Q8TF47,ZFP90_HUMAN,ZFP90,PF01352;PF00096;
Q8TF50,ZN526_HUMAN,ZNF526,PF00096;PF13894;PF13912;
Q8TF62,AT8B4_HUMAN,ATP8B4,PF13246;PF16212;PF16209;
Q8TF63,DCNP1_HUMAN,DCANP1,null
Q8TF65,GIPC2_HUMAN,GIPC2,PF00595;
Q8TF66,LRC15_HUMAN,LRRC15,PF00560;PF13855;
Q8TF71,MOT10_HUMAN,SLC16A10,PF07690;
Q8TF72,SHRM3_HUMAN,SHROOM3,PF08688;PF08687;PF00595;
Q8TF74,WIPF2_HUMAN,WIPF2,PF02205;
Q8TF76,HASP_HUMAN,HASPIN,PF12330;
Q8WTP8,AEN_HUMAN,AEN,PF00929;
Q8WTQ1,D104A_HUMAN,DEFB104A; DEFB104B,PF13841;
Q8WTQ7,GRK7_HUMAN,GRK7,PF00069;PF00615;
Q8WTR2,DUS19_HUMAN,DUSP19,PF00782;
Q8WTR4,GDPD5_HUMAN,GDPD5,PF03009;PF13653;
Q8WTR7,ZN473_HUMAN,ZNF473,PF01352;PF00096;
Q8WTS1,ABHD5_HUMAN,ABHD5,PF00561;
Q8WTS6,SETD7_HUMAN,SETD7,PF02493;PF00856;PF22648;
Q8WTT0,CLC4C_HUMAN,CLEC4C,PF00059;
Q8WTT2,NOC3L_HUMAN,NOC3L,PF03914;PF07540;
Q8WTU0,DDI1_HUMAN,DDI1,PF09668;PF00240;
Q8WTV0,SCRB1_HUMAN,SCARB1,PF01130;
Q8WTV1,THAP3_HUMAN,THAP3,PF05485;
Q8WTW3,COG1_HUMAN,COG1,PF08700;
Q8WTW4,NPRL2_HUMAN,NPRL2,PF06218;
Q8WTX7,CAST1_HUMAN,CASTOR1,PF13840;PF21389;PF18700;
Q8WTX9,ZDHC1_HUMAN,ZDHHC1,PF01529;
Q8WU03,GLYL2_HUMAN,GLYATL2,PF08444;PF06021;
Q8WU08,ST32A_HUMAN,STK32A,PF00069;
Q8WU10,PYRD1_HUMAN,PYROXD1,PF07992;PF18267;
Q8WU17,RN139_HUMAN,RNF139,PF13705;PF13639;
Q8WU20,FRS2_HUMAN,FRS2,PF02174;
Q8WU39,MZB1_HUMAN,MZB1,PF11938;
Q8WU58,F222B_HUMAN,FAM222B,PF15258;
Q8WU66,TSEAR_HUMAN,TSPEAR,PF03736;
Q8WU67,ABHD3_HUMAN,ABHD3,PF00561;
Q8WU68,U2AF4_HUMAN,U2AF1L4,PF00076;PF00642;
Q8WU79,SMAP2_HUMAN,SMAP2,PF01412;
Q8WU90,ZC3HF_HUMAN,ZC3H15,PF16543;PF00642;
Q8WUA4,TF3C2_HUMAN,GTF3C2,PF00400;
Q8WUA7,TB22A_HUMAN,TBC1D22A,PF00566;
Q8WUA8,TSK_HUMAN,TSKU,PF00560;PF13855;
Q8WUB8,PHF10_HUMAN,PHF10,PF00628;
Q8WUD1,RAB2B_HUMAN,RAB2B,PF00071;
Q8WUD6,CHPT1_HUMAN,CHPT1,PF01066;
Q8WUE5,CT55_HUMAN,CT55,PF14444;
Q8WUF5,IASPP_HUMAN,PPP1R13L,PF12796;PF14604;
Q8WUF8,ARB2A_HUMAN,ARB2A,PF22749;
Q8WUG5,S22AH_HUMAN,SLC22A17,PF00083;
Q8WUH2,TGFA1_HUMAN,TGFBRAP1,PF00637;PF00780;PF10366;PF10367;
Q8WUI4,HDAC7_HUMAN,HDAC7,PF00850;
Q8WUJ0,STYX_HUMAN,STYX,PF00782;
Q8WUJ3,CEMIP_HUMAN,CEMIP,PF10162;PF15711;PF13330;
Q8WUK0,PTPM1_HUMAN,PTPMT1,PF00782;
Q8WUM0,NU133_HUMAN,NUP133,PF03177;
Q8WUM4,PDC6I_HUMAN,PDCD6IP,PF13949;PF03097;
Q8WUM9,S20A1_HUMAN,SLC20A1,PF01384;
Q8WUP2,FBLI1_HUMAN,FBLIM1,PF00412;
Q8WUQ7,CATIN_HUMAN,CACTIN,PF10312;PF09732;
Q8WUU4,ZN296_HUMAN,ZNF296,PF00096;
Q8WUU5,GATD1_HUMAN,GATAD1,null
Q8WUU8,TM174_HUMAN,TMEM174,PF15029;
Q8WUW1,BRK1_HUMAN,BRK1,null
Q8WUX1,S38A5_HUMAN,SLC38A5,PF01490;
Q8WUX9,CHMP7_HUMAN,CHMP7,PF03357;
Q8WUY3,PRUN2_HUMAN,PRUNE2,PF12496;PF13716;PF02833;
Q8WV16,DCAF4_HUMAN,DCAF4,PF00400;
Q8WV19,SFT2A_HUMAN,SFT2D1,PF04178;
Q8WV22,NSE1_HUMAN,NSMCE1,PF07574;PF08746;
Q8WV24,PHLA1_HUMAN,PHLDA1,null
Q8WV28,BLNK_HUMAN,BLNK,PF00017;
Q8WV37,ZN480_HUMAN,ZNF480,PF01352;PF00096;PF13465;
Q8WV41,SNX33_HUMAN,SNX33,PF10456;PF00787;PF14604;
Q8WV44,TRI41_HUMAN,TRIM41,PF13765;PF00622;PF00643;PF15227;
Q8WV74,NUDT8_HUMAN,NUDT8,PF00293;
Q8WV92,MITD1_HUMAN,MITD1,PF04212;PF16565;
Q8WV93,AFG1L_HUMAN,AFG1L,PF03969;
Q8WV99,ZFN2B_HUMAN,ZFAND2B,PF02809;PF01428;
Q8WVB3,HEXD_HUMAN,HEXD,PF00728;
Q8WVB6,CTF18_HUMAN,CHTF18,PF00004;
Q8WVC0,LEO1_HUMAN,LEO1,PF04004;
Q8WVD3,RN138_HUMAN,RNF138,PF13923;PF05605;PF18574;
Q8WVD5,RN141_HUMAN,RNF141,PF13639;
Q8WVE7,T170A_HUMAN,TMEM170A,PF10190;
Q8WVF1,OSCP1_HUMAN,OSCP1,PF10188;
Q8WVJ2,NUDC2_HUMAN,NUDCD2,PF04969;
Q8WVJ9,TWST2_HUMAN,TWIST2,PF00010;
Q8WVK2,SNR27_HUMAN,SNRNP27,PF08648;
Q8WVK7,SKA2_HUMAN,SKA2,PF16740;
Q8WVM0,TFB1M_HUMAN,TFB1M,PF00398;
Q8WVM7,STAG1_HUMAN,STAG1,PF21581;PF08514;
Q8WVM8,SCFD1_HUMAN,SCFD1,PF00995;
Q8WVN6,SCTM1_HUMAN,SECTM1,null
Q8WVN8,UB2Q2_HUMAN,UBE2Q2,PF05773;PF00179;
Q8WVP5,TP8L1_HUMAN,TNFAIP8L1,PF05527;
Q8WVP7,LMBR1_HUMAN,LMBR1,PF04791;
Q8WVQ1,CANT1_HUMAN,CANT1,PF06079;
Q8WVR3,TPC14_HUMAN,TRAPPC14,PF15806;
Q8WVS4,DC2I1_HUMAN,DYNC2I1,null
Q8WVT3,TPC12_HUMAN,TRAPPC12,PF14559;PF13174;
Q8WVV4,POF1B_HUMAN,POF1B,null
Q8WVV5,BT2A2_HUMAN,BTN2A2,PF22705;PF13765;PF00622;PF07686;
Q8WVV9,HNRLL_HUMAN,HNRNPLL,PF00076;PF13893;PF11835;
Q8WVX3,SRALN_HUMAN,ARLN,PF17696;
Q8WVX9,FACR1_HUMAN,FAR1,PF07993;PF03015;
Q8WVY7,UBCP1_HUMAN,UBLCP1,PF03031;PF00240;
Q8WVZ1,ZDH19_HUMAN,ZDHHC19,PF01529;
Q8WVZ7,RN133_HUMAN,RNF133,PF02225;PF13639;
Q8WVZ9,KBTB7_HUMAN,KBTBD7,PF07707;PF00651;PF20165;PF01344;
Q8WW01,SEN15_HUMAN,TSEN15,PF09631;
Q8WW12,PCNP_HUMAN,PCNP,PF15473;
Q8WW22,DNJA4_HUMAN,DNAJA4,PF00226;PF01556;PF00684;
Q8WW24,TEKT4_HUMAN,TEKT4,PF03148;
Q8WW34,TM239_HUMAN,TMEM239,PF15841;
Q8WW35,DYT2B_HUMAN,DYNLT2B,PF03645;
Q8WW38,FOG2_HUMAN,ZFPM2,PF21182;PF12874;
Q8WW43,APH1B_HUMAN,APH1B,PF06105;
Q8WWA0,ITLN1_HUMAN,ITLN1,null
Q8WWB3,DYDC1_HUMAN,DYDC1,PF05186;
Q8WWB5,PIHD2_HUMAN,PIH1D2,PF08190;PF18201;
Q8WWB7,GLMP_HUMAN,GLMP,PF15065;
Q8WWC4,MAIP1_HUMAN,MAIP1,null
Q8WWF3,SSMM1_HUMAN,SSMEM1,PF15468;
Q8WWF5,ZNRF4_HUMAN,ZNRF4,PF02225;PF13639;
Q8WWG9,KCNE4_HUMAN,KCNE4,PF02060;
Q8WWH4,ASZ1_HUMAN,ASZ1,PF00023;PF12796;PF07647;
Q8WWH5,TRUB1_HUMAN,TRUB1,PF01509;
Q8WWI1,LMO7_HUMAN,LMO7,PF00307;PF15949;PF00412;PF00595;
Q8WWI5,CTL1_HUMAN,SLC44A1,PF04515;
Q8WWK9,CKAP2_HUMAN,CKAP2,PF15297;
Q8WWL2,SPIR2_HUMAN,SPIRE2,PF16474;
Q8WWL7,CCNB3_HUMAN,CCNB3,PF02984;PF00134;
Q8WWM7,ATX2L_HUMAN,ATXN2L,PF06741;PF07145;PF14438;
Q8WWM9,CYGB_HUMAN,CYGB,PF00042;
Q8WWN8,ARAP3_HUMAN,ARAP3,PF01412;PF00169;PF00788;PF00620;PF07647;
Q8WWN9,ICEF1_HUMAN,IPCEF1,PF00169;
Q8WWP7,GIMA1_HUMAN,GIMAP1,PF04548;
Q8WWQ0,PHIP_HUMAN,PHIP,PF00439;PF00400;
Q8WWQ2,HPSE2_HUMAN,HPSE2,PF03662;
Q8WWQ8,STAB2_HUMAN,STAB2,PF12947;PF02469;PF00193;
Q8WWR8,NEUR4_HUMAN,NEU4,PF13088;
Q8WWT9,S13A3_HUMAN,SLC13A3,PF00939;
Q8WWU5,TCP11_HUMAN,TCP11,PF05794;
Q8WWV3,RT4I1_HUMAN,RTN4IP1,PF08240;PF13602;
Q8WWV6,FCAMR_HUMAN,FCAMR,PF07686;
Q8WWW0,RASF5_HUMAN,RASSF5,PF00130;PF16517;PF00788;
Q8WWX8,SC5AB_HUMAN,SLC5A11,PF00474;
Q8WWX9,SELM_HUMAN,SELENOM,PF08806;
Q8WWY3,PRP31_HUMAN,PRPF31,PF01798;PF09785;
Q8WWY6,MB3L1_HUMAN,MBD3L1,PF14048;PF16564;
Q8WWY8,LIPH_HUMAN,LIPH,PF00151;
Q8WWZ1,IL1FA_HUMAN,IL1F10,PF00340;
Q8WWZ3,EDAD_HUMAN,EDARADD,PF00531;
Q8WWZ4,ABCAA_HUMAN,ABCA10,PF12698;PF00005;
Q8WWZ7,ABCA5_HUMAN,ABCA5,PF12698;PF00005;
Q8WWZ8,OIT3_HUMAN,OIT3,PF14670;PF00100;
Q8WX92,NELFB_HUMAN,NELFB,PF06209;
Q8WX93,PALLD_HUMAN,PALLD,PF07679;
Q8WX94,NALP7_HUMAN,NLRP7,PF13516;PF05729;PF17776;PF17779;PF02758;
Q8WXA3,RUFY2_HUMAN,RUFY2,PF01363;PF02759;
Q8WXA8,5HT3C_HUMAN,HTR3C,PF02931;PF02932;
Q8WXA9,SREK1_HUMAN,SREK1,PF00076;
Q8WXB1,MT21A_HUMAN,METTL21A,PF10294;
Q8WXC3,PYDC1_HUMAN,PYDC1,PF02758;
Q8WXC6,CSN9_HUMAN,COPS9,PF15004;
Q8WXD0,RXFP2_HUMAN,RXFP2,PF00001;PF00057;PF13855;
Q8WXD2,SCG3_HUMAN,SCG3,PF15467;
Q8WXD5,GEMI6_HUMAN,GEMIN6,PF06372;PF20417;
Q8WXE1,ATRIP_HUMAN,ATRIP,null
Q8WXE9,STON2_HUMAN,STON2,PF00928;PF12016;
Q8WXF0,SRS12_HUMAN,SRSF12,PF00076;
Q8WXF1,PSPC1_HUMAN,PSPC1,PF08075;PF00076;
Q8WXF3,REL3_HUMAN,RLN3,PF00049;
Q8WXF7,ATLA1_HUMAN,ATL1,PF02263;
Q8WXF8,DEDD2_HUMAN,DEDD2,PF01335;PF20694;
Q8WXG1,RSAD2_HUMAN,RSAD2,PF13353;PF04055;
Q8WXG6,MADD_HUMAN,MADD,PF02141;PF03456;
Q8WXG8,S100Z_HUMAN,S100Z,PF01023;
Q8WXG9,AGRV1_HUMAN,ADGRV1,PF00002;PF03160;PF03736;PF13385;
Q8WXH0,SYNE2_HUMAN,SYNE2,PF00307;PF10541;PF00435;
Q8WXH2,JPH3_HUMAN,JPH3,PF02493;
Q8WXH4,ASB11_HUMAN,ASB11,PF12796;PF07525;
Q8WXH5,SOCS4_HUMAN,SOCS4,PF00017;PF12610;PF07525;
Q8WXI2,CNKR2_HUMAN,CNKSR2,PF06663;PF10534;PF00595;PF00169;PF00536;
Q8WXI3,ASB10_HUMAN,ASB10,PF00023;PF12796;PF07525;
Q8WXI4,ACO11_HUMAN,ACOT11,PF03061;PF01852;
Q8WXI7,MUC16_HUMAN,MUC16,PF01390;
Q8WXI8,CLC4D_HUMAN,CLEC4D,PF00059;
Q8WXI9,P66B_HUMAN,GATAD2B,PF00320;PF16563;
Q8WXK1,ASB15_HUMAN,ASB15,PF00023;PF12796;PF13606;PF07525;
Q8WXK3,ASB13_HUMAN,ASB13,PF00023;PF12796;PF07525;
Q8WXK4,ASB12_HUMAN,ASB12,PF12796;PF07525;
Q8WXR4,MYO3B_HUMAN,MYO3B,PF00612;PF00063;PF00069;
Q8WXS3,BAALC_HUMAN,BAALC,PF06989;
Q8WXS5,CCG8_HUMAN,CACNG8,PF00822;
Q8WXS8,ATS14_HUMAN,ADAMTS14,PF17771;PF19236;PF05986;PF01562;PF01421;PF19030;PF00090;
Q8WXU2,DAAF4_HUMAN,DNAAF4,PF04969;
Q8WXW3,PIBF1_HUMAN,PIBF1,null
Q8WXX0,DYH7_HUMAN,DNAH7,PF12774;PF12775;PF12780;PF12781;PF17857;PF18198;PF08393;PF17852;PF18199;PF03028;PF12777;
Q8WXX5,DNJC9_HUMAN,DNAJC9,PF00226;
Q8WXX7,AUTS2_HUMAN,AUTS2,PF15336;
Q8WY07,CTR3_HUMAN,SLC7A3,PF13520;PF13906;
Q8WY21,SORC1_HUMAN,SORCS1,PF00801;PF15902;PF15901;
Q8WY36,BBX_HUMAN,BBX,PF09667;PF00505;
Q8WY41,NANO1_HUMAN,NANOS1,PF05741;
Q8WY54,PPM1E_HUMAN,PPM1E,PF00481;
Q8WY64,MYLIP_HUMAN,MYLIP,PF09380;PF00373;PF09379;PF13920;
Q8WY91,THAP4_HUMAN,THAP4,PF05485;PF08768;
Q8WY98,TM234_HUMAN,TMEM234,PF10639;
Q8WYA0,IFT81_HUMAN,IFT81,PF18383;
Q8WYA1,BMAL2_HUMAN,BMAL2,PF00010;PF00989;PF14598;
Q8WYA6,CTBL1_HUMAN,CTNNBL1,PF08216;
Q8WYB5,KAT6B_HUMAN,KAT6B,PF01853;PF00628;PF21524;PF17772;
Q8WYH8,ING5_HUMAN,ING5,PF12998;
Q8WYJ6,SEPT1_HUMAN,SEPTIN1,PF00735;
Q8WYK0,ACO12_HUMAN,ACOT12,PF03061;PF01852;
Q8WYK2,JDP2_HUMAN,JDP2,PF00170;
Q8WYL5,SSH1_HUMAN,SSH1,PF08766;PF00782;
Q8WYN0,ATG4A_HUMAN,ATG4A,PF20166;PF03416;
Q8WYP3,RIN2_HUMAN,RIN2,PF00788;PF02204;
Q8WYP5,ELYS_HUMAN,AHCTF1,PF13934;PF16687;
Q8WYQ3,CHC10_HUMAN,CHCHD10,PF06747;
Q8WYQ5,DGCR8_HUMAN,DGCR8,PF00035;
Q8WYR1,PI3R5_HUMAN,PIK3R5,PF10486;
Q8WYR4,RSPH1_HUMAN,RSPH1,PF02493;
Q8WZ04,TOMT_HUMAN,TOMT,PF01596;
Q8WZ19,BACD1_HUMAN,KCTD13,PF02214;
Q8WZ42,TITIN_HUMAN,TTN,PF00041;PF07679;PF00069;PF02818;PF18362;PF09042;
Q8WZ55,BSND_HUMAN,BSND,PF15462;
Q8WZ59,TM190_HUMAN,TMEM190,PF15431;
Q8WZ73,RFFL_HUMAN,RFFL,PF21272;PF22968;PF13920;
Q8WZ74,CTTB2_HUMAN,CTTNBP2,PF00023;PF12796;PF09727;
Q8WZ75,ROBO4_HUMAN,ROBO4,PF00041;PF07679;PF13927;
Q8WZA1,PMGT1_HUMAN,POMGNT1,PF03071;PF15711;
Q8WZA2,RPGF4_HUMAN,RAPGEF4,PF00027;PF00610;PF00617;PF00618;
Q92185,SIA8A_HUMAN,ST8SIA1,PF00777;
Q92186,SIA8B_HUMAN,ST8SIA2,PF00777;
Q92187,SIA8D_HUMAN,ST8SIA4,PF00777;
Q92466,DDB2_HUMAN,DDB2,PF00400;
Q92478,CLC2B_HUMAN,CLEC2B,PF00059;
Q92481,AP2B_HUMAN,TFAP2B,PF03299;
Q92482,AQP3_HUMAN,AQP3,PF00230;
Q92484,ASM3A_HUMAN,SMPDL3A,PF19272;PF00149;
Q92485,ASM3B_HUMAN,SMPDL3B,PF19272;PF00149;
Q92496,FHR4_HUMAN,CFHR4,PF00084;
Q92499,DDX1_HUMAN,DDX1,PF00270;PF00271;PF00622;
Q92502,STAR8_HUMAN,STARD8,PF00620;PF01852;
Q92503,S14L1_HUMAN,SEC14L1,PF00650;PF03765;PF04707;
Q92504,S39A7_HUMAN,SLC39A7,PF02535;
Q92506,DHB8_HUMAN,HSD17B8,PF13561;
Q92508,PIEZ1_HUMAN,PIEZO1,PF15917;PF12166;
Q92519,TRIB2_HUMAN,TRIB2,PF00069;
Q92520,FAM3C_HUMAN,FAM3C,PF15711;
Q92521,PIGB_HUMAN,PIGB,PF03901;
Q92522,H1X_HUMAN,H1-10,PF00538;
Q92523,CPT1B_HUMAN,CPT1B,PF00755;PF16484;
Q92526,TCPW_HUMAN,CCT6B,PF00118;
Q92529,SHC3_HUMAN,SHC3,PF00640;PF00017;
Q92530,PSMF1_HUMAN,PSMF1,PF08577;PF11566;
Q92535,PIGC_HUMAN,PIGC,PF06432;
Q92536,YLAT2_HUMAN,SLC7A6,PF13520;
Q92537,SUSD6_HUMAN,SUSD6,PF00084;
Q92538,GBF1_HUMAN,GBF1,PF01369;PF12783;
Q92539,LPIN2_HUMAN,LPIN2,PF16876;PF04571;PF08235;
Q92540,SMG7_HUMAN,SMG7,PF10374;PF10373;
Q92541,RTF1_HUMAN,RTF1,PF03126;
Q92542,NICA_HUMAN,NCSTN,PF18266;PF05450;
Q92543,SNX19_HUMAN,SNX19,PF08628;PF00787;PF02194;
Q92544,TM9S4_HUMAN,TM9SF4,PF02990;
Q92545,TM131_HUMAN,TMEM131,PF19532;PF12371;
Q92546,RGP1_HUMAN,RGP1,PF08737;
Q92547,TOPB1_HUMAN,TOPBP1,PF00533;PF12738;PF21298;
Q92551,IP6K1_HUMAN,IP6K1,PF03770;
Q92552,RT27_HUMAN,MRPS27,PF10037;
Q92556,ELMO1_HUMAN,ELMO1,PF11841;PF04727;PF16457;
Q92558,WASF1_HUMAN,WASF1,PF02205;
Q92560,BAP1_HUMAN,BAP1,PF01088;PF18031;
Q92562,FIG4_HUMAN,FIG4,PF02383;
Q92563,TICN2_HUMAN,SPOCK2,PF07648;PF10591;PF00086;
Q92564,DCNL4_HUMAN,DCUN1D4,PF03556;
Q92565,RPGF5_HUMAN,RAPGEF5,PF00617;PF00618;
Q92567,F168A_HUMAN,FAM168A,PF14944;
Q92569,P55G_HUMAN,PIK3R3,PF16454;PF00017;
Q92570,NR4A3_HUMAN,NR4A3,PF00104;PF00105;
Q92572,AP3S1_HUMAN,AP3S1,PF01217;
Q92574,TSC1_HUMAN,TSC1,PF04388;
Q92575,UBXN4_HUMAN,UBXN4,PF00789;
Q92581,SL9A6_HUMAN,SLC9A6,PF00999;
Q92583,CCL17_HUMAN,CCL17,PF00048;
Q92585,MAML1_HUMAN,MAML1,PF09596;PF20802;PF20801;
Q92597,NDRG1_HUMAN,NDRG1,PF03096;
Q92598,HS105_HUMAN,HSPH1,PF00012;
Q92599,SEPT8_HUMAN,SEPTIN8,PF00735;
Q92600,CNOT9_HUMAN,CNOT9,PF04078;
Q92604,LGAT1_HUMAN,LPGAT1,PF16076;PF01553;
Q92608,DOCK2_HUMAN,DOCK2,PF06920;PF20422;PF20421;PF14429;PF16172;PF07653;
Q92609,TBCD5_HUMAN,TBC1D5,PF00566;
Q92611,EDEM1_HUMAN,EDEM1,PF01532;
Q92613,JADE3_HUMAN,JADE3,PF10513;PF13831;PF13832;
Q92614,MY18A_HUMAN,MYO18A,PF00063;PF01576;PF17820;
Q92615,LAR4B_HUMAN,LARP4B,PF05383;
Q92616,GCN1_HUMAN,GCN1,null
Q92618,ZN516_HUMAN,ZNF516,PF00096;
Q92619,HMHA1_HUMAN,ARHGAP45,PF22699;PF00620;
Q92620,PRP16_HUMAN,DHX38,PF00270;PF21010;PF04408;PF00271;PF07717;
Q92621,NU205_HUMAN,NUP205,PF11894;
Q92622,RUBIC_HUMAN,RUBCN,PF13901;PF21054;PF02759;
Q92624,APBP2_HUMAN,APPBP2,PF13374;PF13424;
Q92625,ANS1A_HUMAN,ANKS1A,PF12796;PF00640;PF00536;
Q92626,PXDN_HUMAN,PXDN,PF03098;PF07679;PF00560;PF13855;PF00093;
Q92629,SGCD_HUMAN,SGCD,PF04790;
Q92630,DYRK2_HUMAN,DYRK2,PF00069;
Q92633,LPAR1_HUMAN,LPAR1,PF00001;
Q92636,FAN_HUMAN,NSMAF,PF02138;PF02893;PF00400;
Q92637,FCGRB_HUMAN,FCGR1BP,PF13895;PF13927;
Q92643,GPI8_HUMAN,PIGK,PF01650;
Q92665,RT31_HUMAN,MRPS31,PF15433;
Q92667,AKAP1_HUMAN,AKAP1,PF00013;PF00567;
Q92673,SORL_HUMAN,SORL1,PF00041;PF00057;PF00058;PF15902;PF15901;
Q92674,CENPI_HUMAN,CENPI,PF07778;
Q92681,RSCA1_HUMAN,RSC1A1,null
Q92685,ALG3_HUMAN,ALG3,PF05208;
Q92688,AN32B_HUMAN,ANP32B,PF14580;
Q92692,NECT2_HUMAN,NECTIN2,PF08205;PF07686;
Q92696,PGTA_HUMAN,RABGGTA,PF00560;PF01239;PF07711;
Q92698,RAD54_HUMAN,RAD54L,PF00271;PF00176;
Q92729,PTPRU_HUMAN,PTPRU,PF00041;PF00629;PF00102;
Q92730,RND1_HUMAN,RND1,PF00071;
Q92731,ESR2_HUMAN,ESR2,PF12497;PF00104;PF00105;
Q92733,PRCC_HUMAN,PRCC,PF10253;
Q92734,TFG_HUMAN,TFG,PF00564;
Q92736,RYR2_HUMAN,RYR2,PF13499;PF08709;PF00520;PF02815;PF08454;PF06459;PF01365;PF21119;PF02026;PF00622;
Q92737,RSLAA_HUMAN,RASL10A,PF00071;
Q92738,US6NL_HUMAN,USP6NL,PF00566;
Q92743,HTRA1_HUMAN,HTRA1,PF00219;PF07648;PF17820;PF13365;
Q92748,THRSP_HUMAN,THRSP,PF07084;
Q92750,TAF4B_HUMAN,TAF4B,PF05236;PF07531;
Q92752,TENR_HUMAN,TNR,PF07974;PF18720;PF00147;PF00041;
Q92753,RORB_HUMAN,RORB,PF00104;PF00105;
Q92754,AP2C_HUMAN,TFAP2C,PF03299;
Q92759,TF2H4_HUMAN,GTF2H4,PF03849;PF18307;
Q92764,KRT35_HUMAN,KRT35,PF00038;
Q92765,SFRP3_HUMAN,FRZB,PF01392;PF01759;
Q92766,RREB1_HUMAN,RREB1,PF00096;PF13912;
Q92769,HDAC2_HUMAN,HDAC2,PF00850;
Q92772,CDKL2_HUMAN,CDKL2,PF00069;
Q92777,SYN2_HUMAN,SYN2,PF02078;PF02750;PF10581;
Q92781,RDH5_HUMAN,RDH5,PF00106;
Q92782,DPF1_HUMAN,DPF1,PF14051;PF00628;
Q92783,STAM1_HUMAN,STAM,PF00018;PF02809;PF00790;
Q92784,DPF3_HUMAN,DPF3,PF14051;PF00628;
Q92785,REQU_HUMAN,DPF2,PF14051;PF00628;
Q92786,PROX1_HUMAN,PROX1,PF05044;
Q92791,SC65_HUMAN,P3H4,null
Q92793,CBP_HUMAN,CREBBP,PF00439;PF09030;PF08214;PF02172;PF06001;PF02135;PF00569;
Q92794,KAT6A_HUMAN,KAT6A,PF01853;PF00628;PF21524;PF17772;
Q92796,DLG3_HUMAN,DLG3,PF00625;PF00595;PF10600;PF00018;
Q92797,SYMPK_HUMAN,SYMPK,PF11935;PF12295;
Q92800,EZH1_HUMAN,EZH1,PF21358;PF11616;PF18118;PF18264;PF00856;
Q92802,N42L2_HUMAN,N4BP2L2,PF13671;
Q92804,RBP56_HUMAN,TAF15,PF00076;
Q92805,GOGA1_HUMAN,GOLGA1,PF01465;
Q92806,KCNJ9_HUMAN,KCNJ9,PF01007;PF17655;
Q92813,IOD2_HUMAN,DIO2,PF00837;
Q92817,EVPL_HUMAN,EVPL,PF00681;PF17902;PF21020;
Q92819,HYAS2_HUMAN,HAS2,PF03142;
Q92820,GGH_HUMAN,GGH,PF07722;
Q92823,NRCAM_HUMAN,NRCAM,PF13882;PF00041;PF07679;PF13927;
Q92824,PCSK5_HUMAN,PCSK5,PF14843;PF01483;PF00082;PF16470;
Q92826,HXB13_HUMAN,HOXB13,PF00046;PF12284;
Q92830,KAT2A_HUMAN,KAT2A,PF00583;PF00439;PF06466;
Q92831,KAT2B_HUMAN,KAT2B,PF00583;PF00439;PF06466;
Q92832,NELL1_HUMAN,NELL1,PF12947;PF07645;PF02210;PF00093;
Q92833,JARD2_HUMAN,JARID2,PF01388;PF02373;PF02375;PF02928;
Q92834,RPGR_HUMAN,RPGR,PF00415;
Q92835,SHIP1_HUMAN,INPP5D,PF22669;PF00017;
Q92837,FRAT1_HUMAN,FRAT1,PF05350;
Q92838,EDA_HUMAN,EDA,PF00229;
Q92839,HYAS1_HUMAN,HAS1,PF13641;
Q92841,DDX17_HUMAN,DDX17,PF00270;PF00271;
Q92843,B2CL2_HUMAN,BCL2L2,PF00452;PF02180;
Q92844,TANK_HUMAN,TANK,PF12845;
Q92845,KIFA3_HUMAN,KIFAP3,PF05804;
Q92847,GHSR_HUMAN,GHSR,PF00001;
Q92851,CASPA_HUMAN,CASP10,PF01335;PF00656;
Q92854,SEM4D_HUMAN,SEMA4D,PF00047;PF01437;PF01403;
Q92858,ATOH1_HUMAN,ATOH1,PF00010;
Q92859,NEO1_HUMAN,NEO1,PF00041;PF07679;PF13895;PF13927;PF06583;
Q92870,APBB2_HUMAN,APBB2,PF00640;PF00397;
Q92871,PMM1_HUMAN,PMM1,PF03332;
Q92874,DNSL2_HUMAN,DNASE1L2,PF03372;
Q92876,KLK6_HUMAN,KLK6,PF00089;
Q92878,RAD50_HUMAN,RAD50,PF13476;PF04423;PF13558;
Q92879,CELF1_HUMAN,CELF1,PF00076;
Q92882,OSTF1_HUMAN,OSTF1,PF12796;PF00018;
Q92886,NGN1_HUMAN,NEUROG1,PF00010;
Q92887,MRP2_HUMAN,ABCC2,PF00664;PF00005;
Q92888,ARHG1_HUMAN,ARHGEF1,PF17838;PF09128;PF00621;
Q92889,XPF_HUMAN,ERCC4,PF02732;
Q92890,UFD1_HUMAN,UFD1,PF03152;
Q92896,GSLG1_HUMAN,GLG1,PF00839;
